Iteration,Collisions,Consecutive
145231,661,0
145330,662,0
145350,663,0
145483,664,0
145725,665,0
145746,666,0
145783,667,0
145798,668,0
145852,669,0
146023,670,0
146321,671,0
146381,672,0
146490,673,0
146498,674,0
146581,675,0
146672,676,0
146675,677,0
146789,678,0
146849,679,0
146936,680,0
147252,681,0
147295,682,0
147341,683,0
147520,684,0
148084,685,0
148139,686,0
148509,687,0
148619,688,0
148728,689,0
148779,690,0
148876,691,0
149018,692,0
149034,693,0
149298,694,0
149418,695,0
149459,696,0
149495,697,0
149528,698,0
149550,699,0
149684,700,0
149794,701,0
149873,702,0
149903,703,0
149913,704,0
149996,705,0
150068,706,0
150158,707,0
150219,708,0
150301,709,0
150417,710,0
150454,711,0
150494,712,0
150709,713,0
150756,714,0
150823,715,0
151082,716,0
151188,717,0
151213,718,0
151266,719,0
151292,720,0
151438,721,0
151563,722,0
151667,723,0
151769,724,0
152136,725,0
152222,726,0
152287,727,0
152469,728,0
152602,729,0
152693,730,0
152787,731,0
152903,732,0
152943,733,0
153130,734,0
153287,735,0
153476,736,0
153657,737,0
153698,738,0
153728,739,0
153920,740,0
153961,741,0
154027,742,0
154070,743,0
154075,744,0
154317,745,0
154333,746,0
154424,747,0
154495,748,0
154534,749,0
154637,750,0
154679,751,0
154816,752,0
154926,753,0
155058,754,0
155229,755,0
155347,756,0
155417,757,0
155480,758,0
155489,759,0
155549,760,0
155797,761,0
155799,762,0
155952,763,0
156165,764,0
156195,765,0
156427,766,0
156450,767,0
156535,768,0
156569,769,0
156827,770,0
157034,771,0
157525,772,0
157603,773,0
157688,774,0
157887,775,0
158052,776,0
158149,777,0
158234,778,0
158454,779,0
158560,780,0
158610,781,0
158845,782,0
158898,783,0
159045,784,0
159204,785,0
159256,786,0
159266,787,0
159320,788,0
159451,789,0
159452,790,0
159502,791,0
159734,792,0
159758,793,0
159903,794,0
160041,795,0
160145,796,0
160524,797,0
160642,798,0
160649,799,0
160722,800,0
160738,801,0
161039,802,0
161091,803,0
161190,804,0
161206,805,0
161500,806,0
161587,807,0
161590,808,0
161627,809,0
161629,810,0
161752,811,0
161762,812,0
161850,813,0
161918,814,0
162056,815,0
162184,816,0
162326,817,0
162357,818,0
162395,819,0
162427,820,0
162476,821,0
162477,822,0
162519,823,0
162573,824,0
162704,825,0
162792,826,0
162890,827,0
162912,828,0
163054,829,0
163077,830,0
163347,831,0
163350,832,0
163354,833,0
163396,834,0
163403,835,0
163703,836,0
163710,837,0
163752,838,0
164073,839,0
164197,840,0
164298,841,0
164354,842,0
164509,843,0
164553,844,0
164562,845,0
164644,846,0
164816,847,0
164918,848,0
165074,849,0
165331,850,0
165397,851,0
165586,852,0
165650,853,0
165973,854,0
165975,855,0
166157,856,0
166213,857,0
166334,858,0
166421,859,0
166458,860,0
166459,861,0
166514,862,0
166599,863,0
166678,864,0
166774,865,0
166833,866,0
166903,867,0
167004,868,0
167037,869,0
167148,870,0
167239,871,0
167255,872,0
167295,873,0
167344,874,0
167461,875,0
167538,876,0
167569,877,0
167578,878,0
167647,879,0
167697,880,0
167781,881,0
167798,882,0
167944,883,0
168098,884,0
168266,885,0
168300,886,0
168329,887,0
168386,888,0
168649,889,0
168713,890,0
168726,891,0
168733,892,0
168860,893,0
168934,894,0
169001,895,0
169200,896,0
169220,897,0
169234,898,0
169362,899,0
169567,900,0
169605,901,0
169870,902,0
169874,903,0
170281,904,0
170297,905,0
170344,906,0
170358,907,0
170477,908,0
170499,909,0
170540,910,0
170634,911,0
170727,912,0
171080,913,0
171096,914,0
171112,915,0
171278,916,0
171293,917,0
171296,918,0
171393,919,0
171522,920,0
171666,921,0
171755,922,0
171853,923,0
171929,924,0
172055,925,0
172198,926,0
172255,927,0
172326,928,0
172353,929,0
172400,930,0
172418,931,0
172644,932,0
172727,933,0
172911,934,0
173124,935,0
173177,936,0
173200,937,0
173221,938,0
173225,939,0
173512,940,0
173538,941,0
173539,942,0
173675,943,0
173737,944,0
174015,945,0
174097,946,0
174446,947,0
174451,948,0
174453,949,0
174466,950,0
174588,951,0
174590,952,0
174631,953,0
174651,954,0
174814,955,0
174912,956,0
175038,957,0
175049,958,0
175092,959,0
175196,960,0
175308,961,0
175380,962,0
175404,963,0
175459,964,0
175465,965,0
175659,966,0
175676,967,0
175684,968,0
175709,969,0
175880,970,0
175982,971,0
176101,972,0
176107,973,0
176376,974,0
176381,975,0
176454,976,0
176474,977,0
176610,978,0
176767,979,0
176910,980,0
176911,981,0
176929,982,0
177012,983,0
177021,984,0
177381,985,0
177464,986,0
177470,987,0
177503,988,0
177610,989,0
177676,990,0
177755,991,0
177919,992,0
178041,993,0
178090,994,0
178209,995,0
178223,996,0
178286,997,0
178437,998,0
178451,999,0
178492,1000,0
178552,1001,0
178558,1002,0
178666,1003,0
178710,1004,0
178899,1005,0
179013,1006,0
179032,1007,0
179077,1008,0
179121,1009,0
179149,1010,0
179211,1011,0
179246,1012,0
179253,1013,0
179337,1014,0
179378,1015,0
179509,1016,0
179562,1017,0
179599,1018,0
179887,1019,0
180003,1020,0
180492,1021,0
180719,1022,0
180762,1023,0
180795,1024,0
180883,1025,0
180918,1026,0
181095,1027,0
181144,1028,0
181177,1029,0
181253,1030,0
181595,1031,0
181737,1032,0
181771,1033,0
181830,1034,0
181883,1035,0
182032,1036,0
182104,1037,0
182286,1038,0
182389,1039,0
182403,1040,0
182421,1041,0
182603,1042,0
182607,1043,0
182660,1044,0
182676,1045,0
182912,1046,0
182955,1047,0
183075,1048,0
183158,1049,0
183189,1050,0
183198,1051,0
183353,1052,0
183459,1053,0
183516,1054,0
183554,1055,0
183630,1056,0
183637,1057,0
183725,1058,0
183814,1059,0
183931,1060,0
183962,1061,0
183982,1062,0
184036,1063,0
184039,1064,0
184057,1065,0
184069,1066,0
184156,1067,0
184320,1068,0
184372,1069,0
184392,1070,0
184541,1071,0
184640,1072,0
184673,1073,0
184687,1074,0
184870,1075,0
184874,1076,0
184890,1077,0
184892,1078,0
184971,1079,0
185133,1080,0
185170,1081,0
185183,1082,0
185253,1083,0
185267,1084,0
185336,1085,0
185363,1086,0
185374,1087,0
185414,1088,0
185513,1089,0
185624,1090,0
185759,1091,0
185807,1092,0
185898,1093,0
185974,1094,0
186036,1095,0
186066,1096,0
186069,1097,0
186181,1098,0
186521,1099,0
186638,1100,0
186769,1101,0
186849,1102,0
186950,1103,0
186985,1104,0
187023,1105,0
187246,1106,0
187256,1107,0
187307,1108,0
187414,1109,0
187499,1110,0
187699,1111,0
187884,1112,0
187890,1113,0
187934,1114,0
187941,1115,0
188001,1116,0
188092,1117,0
188093,1118,0
188202,1119,0
188247,1120,0
188406,1121,0
188496,1122,0
188657,1123,0
188755,1124,0
188900,1125,0
189016,1126,0
189081,1127,0
189088,1128,0
189207,1129,0
189241,1130,0
189263,1131,0
189280,1132,0
189314,1133,0
189331,1134,0
189445,1135,0
189644,1136,0
189683,1137,0
189799,1138,0
189854,1139,0
189976,1140,0
190076,1141,0
190217,1142,0
190310,1143,0
190312,1144,0
190318,1145,0
190336,1146,0
190402,1147,0
190418,1148,0
190464,1149,0
190487,1150,0
190533,1151,0
190582,1152,0
190820,1153,0
191104,1154,0
191105,1155,0
191190,1156,0
191264,1157,0
191329,1158,0
191363,1159,0
191376,1160,0
191531,1161,0
191658,1162,0
191816,1163,0
191822,1164,0
191925,1165,0
191952,1166,0
192228,1167,0
192400,1168,0
192426,1169,0
192654,1170,0
192934,1171,0
192947,1172,0
193051,1173,0
193059,1174,0
193080,1175,0
193087,1176,0
193132,1177,0
193189,1178,0
193276,1179,0
193311,1180,0
193463,1181,0
193516,1182,0
193643,1183,0
193665,1184,0
193675,1185,0
193696,1186,0
193767,1187,0
193771,1188,0
193784,1189,0
193856,1190,0
193869,1191,0
193881,1192,0
194124,1193,0
194175,1194,0
194247,1195,0
194432,1196,0
194457,1197,0
194577,1198,0
194760,1199,0
194839,1200,0
194864,1201,0
195077,1202,0
195528,1203,0
195557,1204,0
195621,1205,0
195877,1206,0
195961,1207,0
195987,1208,0
195993,1209,0
196126,1210,0
196182,1211,0
196244,1212,0
196275,1213,0
196495,1214,0
196651,1215,0
196686,1216,0
196735,1217,0
196747,1218,0
196760,1219,0
196849,1220,0
196852,1221,0
196876,1222,0
196907,1223,0
196999,1224,0
197030,1225,0
197045,1226,0
197076,1227,0
197087,1228,0
197104,1229,0
197189,1230,0
197212,1231,0
197233,1232,0
197235,1233,0
197267,1234,0
197304,1235,0
197376,1236,0
197413,1237,0
197625,1238,0
197761,1239,0
197847,1240,0
197924,1241,0
197936,1242,0
198044,1243,0
198050,1244,0
198127,1245,0
198228,1246,0
198375,1247,0
198423,1248,0
198537,1249,0
198633,1250,0
198638,1251,0
198647,1252,0
198663,1253,0
198798,1254,0
198802,1255,0
198855,1256,0
198860,1257,0
198928,1258,0
198988,1259,0
199058,1260,0
199113,1261,0
199156,1262,0
199289,1263,0
199375,1264,0
199431,1265,0
199487,1266,0
199581,1267,0
199740,1268,0
199779,1269,0
199877,1270,0
199892,1271,0
199953,1272,0
200059,1273,0
200173,1274,0
200189,1275,0
200212,1276,0
200213,1277,0
200254,1278,0
200284,1279,0
200357,1280,0
200379,1281,0
200389,1282,0
200460,1283,0
200606,1284,0
200692,1285,0
200793,1286,0
200848,1287,0
200852,1288,0
200902,1289,0
200904,1290,0
201008,1291,0
201014,1292,0
201064,1293,0
201182,1294,0
201232,1295,0
201295,1296,0
201333,1297,0
201429,1298,0
201430,1299,0
201441,1300,0
201469,1301,0
201512,1302,0
201647,1303,0
201683,1304,0
201744,1305,0
202005,1306,0
202044,1307,0
202086,1308,0
202123,1309,0
202155,1310,0
202204,1311,0
202224,1312,0
202268,1313,0
202435,1314,0
202531,1315,0
202650,1316,0
202683,1317,0
202733,1318,0
202866,1319,0
202963,1320,0
203178,1321,0
203200,1322,0
203201,1323,0
203213,1324,0
203393,1325,0
203473,1326,0
203640,1327,0
203808,1328,0
204282,1329,0
204290,1330,0
204307,1331,0
204331,1332,0
204537,1333,0
204581,1334,0
204586,1335,0
204637,1336,0
204742,1337,0
204743,1338,0
204926,1339,0
204933,1340,0
204983,1341,0
204991,1342,0
205033,1343,0
205084,1344,0
205215,1345,0
205293,1346,0
205318,1347,0
205455,1348,0
205554,1349,0
205594,1350,0
205599,1351,0
205612,1352,0
205613,1353,0
205642,1354,0
205866,1355,0
205871,1356,0
205877,1357,0
206196,1358,0
206237,1359,0
206542,1360,0
206577,1361,0
206622,1362,0
206920,1363,0
206925,1364,0
207181,1365,0
207255,1366,0
207314,1367,0
207408,1368,0
207432,1369,0
207433,1370,0
207511,1371,0
207521,1372,0
207551,1373,0
207669,1374,0
207742,1375,0
207759,1376,0
207786,1377,0
207807,1378,0
207815,1379,0
207846,1380,0
207887,1381,0
207899,1382,0
207908,1383,0
208049,1384,0
208085,1385,0
208089,1386,0
208090,1387,0
208102,1388,0
208109,1389,0
208174,1390,0
208326,1391,0
208341,1392,0
208349,1393,0
208546,1394,0
208709,1395,0
208732,1396,0
208799,1397,0
208811,1398,0
208911,1399,0
208981,1400,0
209057,1401,0
209153,1402,0
209185,1403,0
209190,1404,0
209269,1405,0
209351,1406,0
209469,1407,0
209597,1408,0
209716,1409,0
209725,1410,0
209779,1411,0
209902,1412,0
209916,1413,0
210132,1414,0
210149,1415,0
210175,1416,0
210224,1417,0
210265,1418,0
210296,1419,0
210348,1420,0
210505,1421,0
210587,1422,0
210603,1423,0
210611,1424,0
210713,1425,0
210807,1426,0
210866,1427,0
210913,1428,0
210914,1429,0
211012,1430,0
211045,1431,0
211136,1432,0
211252,1433,0
211367,1434,0
211424,1435,0
211488,1436,0
211663,1437,0
211695,1438,0
211716,1439,0
211756,1440,0
211763,1441,0
211815,1442,0
211846,1443,0
211863,1444,0
211880,1445,0
212012,1446,0
212048,1447,0
212218,1448,0
212255,1449,0
212262,1450,0
212270,1451,0
212333,1452,0
212423,1453,0
212439,1454,0
212467,1455,0
212644,1456,0
212690,1457,0
212840,1458,0
212922,1459,0
212978,1460,0
213046,1461,0
213117,1462,0
213380,1463,0
213491,1464,0
213669,1465,0
213849,1466,0
214077,1467,0
214095,1468,0
214132,1469,0
214152,1470,0
214182,1471,0
214221,1472,0
214227,1473,0
214585,1474,0
214747,1475,0
214782,1476,0
215017,1477,0
215041,1478,0
215075,1479,0
215370,1480,0
215371,1481,0
215505,1482,0
215541,1483,0
215653,1484,0
215684,1485,0
215748,1486,0
215887,1487,0
215937,1488,0
216016,1489,0
216126,1490,0
216139,1491,0
216153,1492,0
216187,1493,0
216190,1494,0
216245,1495,0
216401,1496,0
216546,1497,0
216588,1498,0
216659,1499,0
216769,1500,0
216848,1501,0
217037,1502,0
217088,1503,0
217227,1504,0
217351,1505,0
217401,1506,0
217412,1507,0
217571,1508,0
217664,1509,0
217722,1510,0
217761,1511,0
217782,1512,0
217872,1513,0
217971,1514,0
218353,1515,0
218372,1516,0
218434,1517,0
218538,1518,0
218779,1519,0
218826,1520,0
219246,1521,0
219251,1522,0
219462,1523,0
219650,1524,0
219698,1525,0
219767,1526,0
219838,1527,0
219912,1528,0
220031,1529,0
220397,1530,0
220412,1531,0
220648,1532,0
220702,1533,0
220747,1534,0
220842,1535,0
220894,1536,0
221006,1537,0
221047,1538,0
221083,1539,0
221173,1540,0
221238,1541,0
221259,1542,0
221278,1543,0
221327,1544,0
221388,1545,0
221667,1546,0
221671,1547,0
221672,1548,0
221885,1549,0
221917,1550,0
222005,1551,0
222143,1552,0
222247,1553,0
222259,1554,0
222262,1555,0
222401,1556,0
222427,1557,0
222443,1558,0
222520,1559,0
222705,1560,0
222711,1561,0
222723,1562,0
222867,1563,0
222874,1564,0
222896,1565,0
222909,1566,0
222926,1567,0
222968,1568,0
223018,1569,0
223091,1570,0
223228,1571,0
223250,1572,0
223370,1573,0
223395,1574,0
223476,1575,0
223529,1576,0
223722,1577,0
223725,1578,0
223881,1579,0
223893,1580,0
224130,1581,0
224144,1582,0
224178,1583,0
224320,1584,0
224358,1585,0
224390,1586,0
224539,1587,0
224628,1588,0
224686,1589,0
224787,1590,0
224788,1591,0
224795,1592,0
224868,1593,0
224943,1594,0
224997,1595,0
225044,1596,0
225075,1597,0
225121,1598,0
225135,1599,0
225177,1600,0
225242,1601,0
225252,1602,0
225327,1603,0
225337,1604,0
225496,1605,0
225615,1606,0
225664,1607,0
225912,1608,0
225940,1609,0
226025,1610,0
226068,1611,0
226070,1612,0
226113,1613,0
226195,1614,0
226248,1615,0
226359,1616,0
226387,1617,0
226424,1618,0
226426,1619,0
226492,1620,0
226544,1621,0
226658,1622,0
226769,1623,0
226855,1624,0
226890,1625,0
226951,1626,0
226954,1627,0
226979,1628,0
227087,1629,0
227106,1630,0
227194,1631,0
227368,1632,0
227516,1633,0
227519,1634,0
227583,1635,0
227823,1636,0
227922,1637,0
227964,1638,0
227988,1639,0
228196,1640,0
228217,1641,0
228263,1642,0
228400,1643,0
228464,1644,0
228574,1645,0
228629,1646,0
228657,1647,0
228718,1648,0
228745,1649,0
228812,1650,0
228919,1651,0
228938,1652,0
229056,1653,0
229152,1654,0
229380,1655,0
229474,1656,0
229477,1657,0
229564,1658,0
229570,1659,0
229657,1660,0
229737,1661,0
229790,1662,0
229848,1663,0
229864,1664,0
230000,1665,0
230112,1666,0
230124,1667,0
230125,1668,0
230143,1669,0
230208,1670,0
230316,1671,0
230382,1672,0
230494,1673,0
230546,1674,0
230551,1675,0
230562,1676,0
230567,1677,0
230599,1678,0
230619,1679,0
230622,1680,0
230809,1681,0
230852,1682,0
230972,1683,0
231016,1684,0
231026,1685,0
231065,1686,0
231175,1687,0
231209,1688,0
231213,1689,0
231281,1690,0
231373,1691,0
231382,1692,0
231587,1693,0
231745,1694,0
231771,1695,0
231780,1696,0
231796,1697,0
231817,1698,0
231848,1699,0
231918,1700,0
231950,1701,0
232121,1702,0
232147,1703,0
232280,1704,0
232423,1705,0
232427,1706,0
232449,1707,0
232478,1708,0
232642,1709,0
232646,1710,0
232648,1711,0
232737,1712,0
232797,1713,0
233099,1714,0
233107,1715,0
233215,1716,0
233356,1717,0
233427,1718,0
233444,1719,0
233457,1720,0
233625,1721,0
233642,1722,0
233659,1723,0
233762,1724,0
233803,1725,0
233883,1726,0
234108,1727,0
234305,1728,0
234352,1729,0
234405,1730,0
234566,1731,0
234666,1732,0
234767,1733,0
234878,1734,0
234884,1735,0
234924,1736,0
234955,1737,0
234996,1738,0
235116,1739,0
235117,1740,0
235121,1741,0
235137,1742,0
235423,1743,0
235719,1744,0
235809,1745,0
235823,1746,0
235833,1747,0
235876,1748,0
236026,1749,0
236035,1750,0
236056,1751,0
236069,1752,0
236166,1753,0
236172,1754,0
236319,1755,0
236350,1756,0
236436,1757,0
236449,1758,0
236491,1759,0
236604,1760,0
236606,1761,0
236627,1762,0
236645,1763,0
236647,1764,0
236653,1765,0
236658,1766,0
236664,1767,0
236693,1768,0
236731,1769,0
236868,1770,0
237090,1771,0
237123,1772,0
237157,1773,0
237175,1774,0
237196,1775,0
237452,1776,0
237467,1777,0
237497,1778,0
237578,1779,0
237588,1780,0
237636,1781,0
237793,1782,0
237876,1783,0
237979,1784,0
237996,1785,0
238029,1786,0
238094,1787,0
238108,1788,0
238242,1789,0
238342,1790,0
238415,1791,0
238448,1792,0
238561,1793,0
238576,1794,0
238959,1795,0
238973,1796,0
238988,1797,0
238995,1798,0
239041,1799,0
239241,1800,0
239246,1801,0
239301,1802,0
239631,1803,0
239665,1804,0
239667,1805,0
239671,1806,0
239678,1807,0
239765,1808,0
239770,1809,0
239789,1810,0
239915,1811,0
240015,1812,0
240116,1813,0
240166,1814,0
240323,1815,0
240553,1816,0
240599,1817,0
240656,1818,0
240657,1819,0
240660,1820,0
240820,1821,0
240886,1822,0
240991,1823,0
241075,1824,0
241107,1825,0
241252,1826,0
241275,1827,0
241392,1828,0
241398,1829,0
241403,1830,0
241479,1831,0
241497,1832,0
241633,1833,0
241683,1834,0
241788,1835,0
241799,1836,0
241813,1837,0
241862,1838,0
241892,1839,0
242101,1840,0
242139,1841,0
242302,1842,0
242361,1843,0
242390,1844,0
242393,1845,0
242430,1846,0
242481,1847,0
242498,1848,0
242503,1849,0
242722,1850,0
242734,1851,0
242743,1852,0
242745,1853,0
242877,1854,0
242992,1855,0
243133,1856,0
243143,1857,0
243228,1858,0
243500,1859,0
243576,1860,0
243642,1861,0
243764,1862,0
243794,1863,0
243905,1864,0
243924,1865,0
243980,1866,0
244011,1867,0
244068,1868,0
244074,1869,0
244251,1870,0
