Iteration,Collisions,Consecutive
514182,7916,0
514197,7917,0
514223,7918,0
514226,7919,0
514280,7920,0
514290,7921,0
514337,7922,0
514341,7923,0
514369,7924,0
514414,7925,0
514420,7926,0
514430,7927,0
514431,7928,0
514435,7929,0
514456,7930,0
514561,7931,0
514595,7932,0
514620,7933,0
514641,7934,0
514651,7935,0
514666,7936,0
514776,7937,0
514783,7938,0
514801,7939,0
514815,7940,0
514818,7941,0
514861,7942,0
514914,7943,0
514925,7944,0
515001,7945,0
515036,7946,0
515074,7947,0
515095,7948,0
515097,7949,0
515124,7950,0
515194,7951,0
515204,7952,0
515244,7953,0
515288,7954,0
515360,7955,0
515385,7956,0
515440,7957,0
515480,7958,0
515488,7959,0
515503,7960,0
515571,7961,0
515578,7962,0
515662,7963,0
515691,7964,0
515730,7965,0
515741,7966,0
515752,7967,0
515765,7968,0
515790,7969,0
515929,7970,0
515991,7971,0
516001,7972,0
516038,7973,0
516069,7974,0
516081,7975,0
516138,7976,0
516140,7977,0
516192,7978,0
516222,7979,0
516241,7980,0
516259,7981,0
516280,7982,0
516309,7983,0
516352,7984,0
516379,7985,0
516442,7986,0
516551,7987,0
516624,7988,0
516656,7989,0
516663,7990,0
516699,7991,0
516717,7992,0
516775,7993,0
516817,7994,0
516880,7995,0
516882,7996,0
516911,7997,0
516938,7998,0
516968,7999,0
516994,8000,0
517030,8001,0
517088,8002,0
517100,8003,0
517114,8004,0
517144,8005,0
517166,8006,0
517167,8007,0
517197,8008,0
517266,8009,0
517272,8010,0
517287,8011,0
517335,8012,0
517366,8013,0
517374,8014,0
517418,8015,0
517425,8016,0
517463,8017,0
517473,8018,0
517490,8019,0
517534,8020,0
517538,8021,0
517600,8022,0
517623,8023,0
517674,8024,0
517814,8025,0
517946,8026,0
518016,8027,0
518029,8028,0
518059,8029,0
518090,8030,0
518097,8031,0
518144,8032,0
518157,8033,0
518164,8034,0
518224,8035,0
518265,8036,0
518291,8037,0
518309,8038,0
518336,8039,0
518375,8040,0
518402,8041,0
518419,8042,0
518421,8043,0
518426,8044,0
518470,8045,0
518476,8046,0
518651,8047,0
518712,8048,0
518749,8049,0
518797,8050,0
518803,8051,0
518813,8052,0
518816,8053,0
518823,8054,0
518854,8055,0
518988,8056,0
519010,8057,0
519015,8058,0
519040,8059,0
519091,8060,0
519106,8061,0
519173,8062,0
519194,8063,0
519195,8064,0
519259,8065,0
519261,8066,0
519301,8067,0
519317,8068,0
519318,8069,0
519411,8070,0
519471,8071,0
519472,8072,0
519476,8073,0
519501,8074,0
519508,8075,0
519548,8076,0
519585,8077,0
519590,8078,0
519616,8079,0
519641,8080,0
519642,8081,0
519709,8082,0
519749,8083,0
519763,8084,0
519774,8085,0
519849,8086,0
519871,8087,0
519885,8088,0
519895,8089,0
519897,8090,0
519934,8091,0
519953,8092,0
520015,8093,0
520026,8094,0
520028,8095,0
520029,8096,0
520036,8097,0
520098,8098,0
520110,8099,0
520158,8100,0
520166,8101,0
520188,8102,0
520192,8103,0
520209,8104,0
520236,8105,0
520290,8106,0
520310,8107,0
520411,8108,0
520466,8109,0
520478,8110,0
520508,8111,0
520560,8112,0
520582,8113,0
520598,8114,0
520605,8115,0
520656,8116,0
520657,8117,0
520684,8118,0
520696,8119,0
520729,8120,0
520736,8121,0
520749,8122,0
520797,8123,0
520812,8124,0
520863,8125,0
520923,8126,0
520956,8127,0
520996,8128,0
521040,8129,0
521058,8130,0
521114,8131,0
521117,8132,0
521167,8133,0
521171,8134,0
521227,8135,0
521246,8136,0
521271,8137,0
521273,8138,0
521325,8139,0
521408,8140,0
521417,8141,0
521432,8142,0
521434,8143,0
521456,8144,0
521490,8145,0
521508,8146,0
521594,8147,0
521618,8148,0
521621,8149,0
521671,8150,0
521725,8151,0
521767,8152,0
521802,8153,0
521803,8154,0
521834,8155,0
521857,8156,0
521863,8157,0
521889,8158,0
521898,8159,0
521909,8160,0
521953,8161,0
522031,8162,0
522050,8163,0
522073,8164,0
522094,8165,0
522097,8166,0
522104,8167,0
522143,8168,0
522165,8169,0
522217,8170,0
522252,8171,0
522258,8172,0
522318,8173,0
522338,8174,0
522532,8175,0
522614,8176,0
522680,8177,0
522703,8178,0
522739,8179,0
522794,8180,0
522829,8181,0
522922,8182,0
522924,8183,0
522936,8184,0
522942,8185,0
522962,8186,0
522982,8187,0
523025,8188,0
523027,8189,0
523037,8190,0
523055,8191,0
523131,8192,0
523160,8193,0
523174,8194,0
523185,8195,0
523206,8196,0
523215,8197,0
523263,8198,0
523291,8199,0
523300,8200,0
523348,8201,0
523352,8202,0
523367,8203,0
523392,8204,0
523441,8205,0
523446,8206,0
523523,8207,0
523527,8208,0
523541,8209,0
523590,8210,0
523629,8211,0
523687,8212,0
523709,8213,0
523723,8214,0
523726,8215,0
523727,8216,0
523781,8217,0
523798,8218,0
523802,8219,0
523831,8220,0
523842,8221,0
523867,8222,0
523875,8223,0
523884,8224,0
523906,8225,0
523925,8226,0
523932,8227,0
523965,8228,0
523970,8229,0
523980,8230,0
523988,8231,0
523994,8232,0
524017,8233,0
524066,8234,0
524080,8235,0
524139,8236,0
524164,8237,0
524182,8238,0
524211,8239,0
524230,8240,0
524231,8241,0
524234,8242,0
524252,8243,0
524277,8244,0
524343,8245,0
524360,8246,0
524386,8247,0
524424,8248,0
524453,8249,0
524493,8250,0
524560,8251,0
524586,8252,0
524599,8253,0
524612,8254,0
524653,8255,0
524695,8256,0
524698,8257,0
524700,8258,0
524707,8259,0
524745,8260,0
524754,8261,0
524768,8262,0
524798,8263,0
524846,8264,0
524869,8265,0
524930,8266,0
524981,8267,0
524989,8268,0
524997,8269,0
525002,8270,0
525021,8271,0
525031,8272,0
525100,8273,0
525103,8274,0
525121,8275,0
525158,8276,0
525168,8277,0
525205,8278,0
525208,8279,0
525214,8280,0
525239,8281,0
525269,8282,0
525304,8283,0
525320,8284,0
525329,8285,0
525335,8286,0
525353,8287,0
525367,8288,0
525381,8289,0
525389,8290,0
525393,8291,0
525426,8292,0
525453,8293,0
525460,8294,0
525488,8295,0
525495,8296,0
525548,8297,0
525622,8298,0
525658,8299,0
525716,8300,0
525906,8301,0
525936,8302,0
525944,8303,0
526012,8304,0
526015,8305,0
526032,8306,0
526044,8307,0
526098,8308,0
526122,8309,0
526162,8310,0
526164,8311,0
526192,8312,0
526219,8313,0
526242,8314,0
526277,8315,0
526295,8316,0
526298,8317,0
526312,8318,0
526322,8319,0
526326,8320,0
526331,8321,0
526360,8322,0
526429,8323,0
526497,8324,0
526557,8325,0
526591,8326,0
526622,8327,0
526688,8328,0
526734,8329,0
526749,8330,0
526764,8331,0
526794,8332,0
526809,8333,0
526843,8334,0
526850,8335,0
526861,8336,0
526911,8337,0
526919,8338,0
526954,8339,0
526991,8340,0
526993,8341,0
527101,8342,0
527175,8343,0
527252,8344,0
527320,8345,0
527387,8346,0
527396,8347,0
527407,8348,0
527414,8349,0
527427,8350,0
527440,8351,0
527441,8352,0
527442,8353,0
527471,8354,0
527479,8355,0
527537,8356,0
527545,8357,0
527568,8358,0
527704,8359,0
527723,8360,0
527786,8361,0
527789,8362,0
527806,8363,0
527898,8364,0
527911,8365,0
527980,8366,0
528025,8367,0
528043,8368,0
528137,8369,0
528161,8370,0
528184,8371,0
528217,8372,0
528252,8373,0
528266,8374,0
528268,8375,0
528273,8376,0
528296,8377,0
528335,8378,0
528352,8379,0
528401,8380,0
528417,8381,0
528429,8382,0
528456,8383,0
528492,8384,0
528505,8385,0
528521,8386,0
528523,8387,0
528550,8388,0
528569,8389,0
528573,8390,0
528587,8391,0
528636,8392,0
528724,8393,0
528730,8394,0
528746,8395,0
528774,8396,0
528787,8397,0
528804,8398,0
528833,8399,0
528866,8400,0
528874,8401,0
528880,8402,0
528899,8403,0
528903,8404,0
528912,8405,0
528969,8406,0
528971,8407,0
528983,8408,0
528984,8409,0
528988,8410,0
529003,8411,0
529026,8412,0
529042,8413,0
529082,8414,0
529090,8415,0
529098,8416,0
529114,8417,0
529150,8418,0
529160,8419,0
529173,8420,0
529286,8421,0
529366,8422,0
529437,8423,0
529441,8424,0
529460,8425,0
529501,8426,0
529531,8427,0
529544,8428,0
529566,8429,0
529572,8430,0
529581,8431,0
529587,8432,0
529589,8433,0
529604,8434,0
529620,8435,0
529626,8436,0
529634,8437,0
529648,8438,0
529658,8439,0
529670,8440,0
529696,8441,0
529720,8442,0
529741,8443,0
529744,8444,0
529791,8445,0
529828,8446,0
529832,8447,0
529836,8448,0
529871,8449,0
529880,8450,0
529902,8451,0
529941,8452,0
530023,8453,0
530072,8454,0
530091,8455,0
530097,8456,0
530180,8457,0
530187,8458,0
530206,8459,0
530214,8460,0
530218,8461,0
530224,8462,0
530240,8463,0
530362,8464,0
530365,8465,0
530380,8466,0
530396,8467,0
530438,8468,0
530526,8469,0
530547,8470,0
530561,8471,0
530573,8472,0
530592,8473,0
530639,8474,0
530770,8475,0
530785,8476,0
530791,8477,0
530795,8478,0
530799,8479,0
530804,8480,0
530850,8481,0
530915,8482,0
530968,8483,0
531012,8484,0
531026,8485,0
531049,8486,0
531063,8487,0
531088,8488,0
531102,8489,0
531127,8490,0
531160,8491,0
531168,8492,0
531247,8493,0
531314,8494,0
531321,8495,0
531347,8496,0
531369,8497,0
531378,8498,0
531380,8499,0
531429,8500,0
531460,8501,0
531464,8502,0
531530,8503,0
531545,8504,0
531569,8505,0
531575,8506,0
531632,8507,0
531661,8508,0
531695,8509,0
531725,8510,0
531764,8511,0
531807,8512,0
531821,8513,0
531847,8514,0
531855,8515,0
531893,8516,0
531962,8517,0
532051,8518,0
532062,8519,0
532095,8520,0
532136,8521,0
532155,8522,0
532203,8523,0
532246,8524,0
532252,8525,0
532306,8526,0
532335,8527,0
532336,8528,0
532407,8529,0
532464,8530,0
532529,8531,0
532580,8532,0
532613,8533,0
532614,8534,0
532640,8535,0
532645,8536,0
532648,8537,0
532697,8538,0
532758,8539,0
532764,8540,0
532870,8541,0
532884,8542,0
532886,8543,0
532906,8544,0
532960,8545,0
532961,8546,0
533030,8547,0
533031,8548,0
533041,8549,0
533045,8550,0
533059,8551,0
533066,8552,0
533088,8553,0
533090,8554,0
533111,8555,0
533146,8556,0
533193,8557,0
533255,8558,0
533367,8559,0
533414,8560,0
533479,8561,0
533595,8562,0
533692,8563,0
533694,8564,0
533712,8565,0
533730,8566,0
533758,8567,0
533767,8568,0
533812,8569,0
533851,8570,0
533855,8571,0
533984,8572,0
534043,8573,0
534084,8574,0
534110,8575,0
534126,8576,0
534159,8577,0
534232,8578,0
534311,8579,0
534366,8580,0
534370,8581,0
534421,8582,0
534426,8583,0
534501,8584,0
534669,8585,0
534764,8586,0
534766,8587,0
534774,8588,0
534881,8589,0
534937,8590,0
534970,8591,0
535019,8592,0
535035,8593,0
535107,8594,0
535141,8595,0
535155,8596,0
535230,8597,0
535257,8598,0
535267,8599,0
535272,8600,0
535293,8601,0
535345,8602,0
535403,8603,0
535447,8604,0
535467,8605,0
535493,8606,0
535495,8607,0
535503,8608,0
535526,8609,0
535529,8610,0
535538,8611,0
535543,8612,0
535557,8613,0
535572,8614,0
535577,8615,0
535607,8616,0
535612,8617,0
535668,8618,0
535719,8619,0
535733,8620,0
535750,8621,0
535778,8622,0
535796,8623,0
535813,8624,0
535844,8625,0
535846,8626,0
535860,8627,0
535902,8628,0
535923,8629,0
535927,8630,0
535930,8631,0
535934,8632,0
535943,8633,0
535953,8634,0
535958,8635,0
535985,8636,0
535986,8637,0
536013,8638,0
536016,8639,0
536029,8640,0
536156,8641,0
536213,8642,0
536229,8643,0
536257,8644,0
536258,8645,0
536297,8646,0
536315,8647,0
536316,8648,0
536361,8649,0
536405,8650,0
536519,8651,0
536537,8652,0
536551,8653,0
536591,8654,0
536688,8655,0
536696,8656,0
536709,8657,0
536721,8658,0
536763,8659,0
536764,8660,0
536956,8661,0
536965,8662,0
536977,8663,0
537085,8664,0
537089,8665,0
537122,8666,0
537127,8667,0
537272,8668,0
537282,8669,0
537295,8670,0
537303,8671,0
537312,8672,0
537315,8673,0
537330,8674,0
537359,8675,0
537385,8676,0
537419,8677,0
537423,8678,0
537453,8679,0
537498,8680,0
537527,8681,0
537589,8682,0
537592,8683,0
537622,8684,0
537687,8685,0
537705,8686,0
537713,8687,0
537721,8688,0
537726,8689,0
537771,8690,0
537818,8691,0
537843,8692,0
537851,8693,0
537856,8694,0
537879,8695,0
537911,8696,0
537939,8697,0
537960,8698,0
537966,8699,0
538002,8700,0
538008,8701,0
538017,8702,0
538023,8703,0
538042,8704,0
538043,8705,0
538055,8706,0
538083,8707,0
538088,8708,0
538118,8709,0
538233,8710,0
538241,8711,0
538265,8712,0
538315,8713,0
538327,8714,0
538355,8715,0
538404,8716,0
538406,8717,0
538413,8718,0
538436,8719,0
538466,8720,0
538468,8721,0
538491,8722,0
538494,8723,0
538503,8724,0
538549,8725,0
538563,8726,0
538565,8727,0
538608,8728,0
538622,8729,0
538627,8730,0
538636,8731,0
538657,8732,0
538690,8733,0
538710,8734,0
538721,8735,0
538731,8736,0
538748,8737,0
538749,8738,0
538752,8739,0
538821,8740,0
538826,8741,0
538829,8742,0
538869,8743,0
538904,8744,0
538924,8745,0
538952,8746,0
539087,8747,0
539089,8748,0
539111,8749,0
539119,8750,0
539145,8751,0
539156,8752,0
539194,8753,0
539212,8754,0
539333,8755,0
539374,8756,0
539385,8757,0
539403,8758,0
539407,8759,0
539448,8760,0
539476,8761,0
539479,8762,0
539490,8763,0
539503,8764,0
539546,8765,0
539694,8766,0
539697,8767,0
539699,8768,0
539743,8769,0
539788,8770,0
539794,8771,0
539837,8772,0
539872,8773,0
539962,8774,0
539990,8775,0
540051,8776,0
540080,8777,0
540081,8778,0
540083,8779,0
540167,8780,0
540185,8781,0
540285,8782,0
540319,8783,0
540412,8784,0
540444,8785,0
540506,8786,0
540528,8787,0
540537,8788,0
540583,8789,0
540599,8790,0
540625,8791,0
540701,8792,0
540753,8793,0
540803,8794,0
540806,8795,0
540835,8796,0
540887,8797,0
540905,8798,0
540921,8799,0
540939,8800,0
541017,8801,0
541076,8802,0
541088,8803,0
541149,8804,0
541200,8805,0
541227,8806,0
541280,8807,0
541286,8808,0
541313,8809,0
541393,8810,0
541433,8811,0
541465,8812,0
541501,8813,0
541507,8814,0
541509,8815,0
541645,8816,0
541682,8817,0
541692,8818,0
541710,8819,0
541756,8820,0
541778,8821,0
541798,8822,0
541801,8823,0
541804,8824,0
541818,8825,0
541904,8826,0
541933,8827,0
541963,8828,0
542001,8829,0
542031,8830,0
542051,8831,0
542144,8832,0
542171,8833,0
542196,8834,0
542219,8835,0
542231,8836,0
542235,8837,0
542263,8838,0
542273,8839,0
542298,8840,0
542326,8841,0
542445,8842,0
542470,8843,0
542493,8844,0
542497,8845,0
542518,8846,0
542541,8847,0
542579,8848,0
542630,8849,0
542639,8850,0
542669,8851,0
542726,8852,0
542755,8853,0
542764,8854,0
542765,8855,0
542781,8856,0
542837,8857,0
542852,8858,0
542853,8859,0
542862,8860,0
542872,8861,0
542965,8862,0
543040,8863,0
543050,8864,0
543054,8865,0
543063,8866,0
543116,8867,0
543121,8868,0
543141,8869,0
543162,8870,0
543222,8871,0
543229,8872,0
543235,8873,0
543313,8874,0
543334,8875,0
543344,8876,0
543353,8877,0
543381,8878,0
543510,8879,0
543663,8880,0
543669,8881,0
543682,8882,0
543707,8883,0
543713,8884,0
543760,8885,0
543766,8886,0
543789,8887,0
543809,8888,0
543840,8889,0
543864,8890,0
544006,8891,0
544033,8892,0
544040,8893,0
544073,8894,0
544075,8895,0
544090,8896,0
544127,8897,0
544155,8898,0
544203,8899,0
544235,8900,0
544332,8901,0
544354,8902,0
544394,8903,0
544412,8904,0
544435,8905,0
544478,8906,0
544490,8907,0
544579,8908,0
544590,8909,0
544606,8910,0
544608,8911,0
544655,8912,0
544666,8913,0
544673,8914,0
544682,8915,0
544694,8916,0
544695,8917,0
544702,8918,0
544715,8919,0
544716,8920,0
544745,8921,0
544763,8922,0
544765,8923,0
544814,8924,0
544815,8925,0
544857,8926,0
544981,8927,0
545035,8928,0
545150,8929,0
545177,8930,0
545216,8931,0
545225,8932,0
545233,8933,0
545245,8934,0
545255,8935,0
545277,8936,0
545290,8937,0
545331,8938,0
545347,8939,0
545357,8940,0
545389,8941,0
545415,8942,0
545429,8943,0
545452,8944,0
545454,8945,0
545459,8946,0
545464,8947,0
545467,8948,0
545486,8949,0
545538,8950,0
545540,8951,0
545553,8952,0
545561,8953,0
545585,8954,0
545615,8955,0
545623,8956,0
545655,8957,0
545681,8958,0
545704,8959,0
545753,8960,0
545771,8961,0
545776,8962,0
545946,8963,0
545979,8964,0
545994,8965,0
546002,8966,0
546036,8967,0
546130,8968,0
546144,8969,0
546196,8970,0
546229,8971,0
546255,8972,0
546266,8973,0
546268,8974,0
546276,8975,0
546278,8976,0
546350,8977,0
546360,8978,0
546400,8979,0
546410,8980,0
546464,8981,0
546498,8982,0
546499,8983,0
546506,8984,0
546535,8985,0
546578,8986,0
546682,8987,0
546723,8988,0
546835,8989,0
546906,8990,0
546937,8991,0
546968,8992,0
546972,8993,0
546996,8994,0
547041,8995,0
547072,8996,0
547077,8997,0
547083,8998,0
547099,8999,0
547118,9000,0
547155,9001,0
547170,9002,0
547181,9003,0
547191,9004,0
547217,9005,0
547236,9006,0
547256,9007,0
547293,9008,0
547309,9009,0
547360,9010,0
547379,9011,0
547445,9012,0
547467,9013,0
547477,9014,0
547495,9015,0
547515,9016,0
547522,9017,0
547530,9018,0
547597,9019,0
547610,9020,0
547637,9021,0
547668,9022,0
547691,9023,0
547693,9024,0
547699,9025,0
547729,9026,0
547846,9027,0
547893,9028,0
547938,9029,0
547989,9030,0
548157,9031,0
548188,9032,0
548203,9033,0
548210,9034,0
548227,9035,0
548242,9036,0
548248,9037,0
548256,9038,0
548281,9039,0
548331,9040,0
548407,9041,0
548431,9042,0
548450,9043,0
548451,9044,0
548458,9045,0
548470,9046,0
548519,9047,0
548540,9048,0
548593,9049,0
548615,9050,0
548651,9051,0
548659,9052,0
548680,9053,0
548731,9054,0
548815,9055,0
548824,9056,0
548828,9057,0
548937,9058,0
548973,9059,0
548976,9060,0
548978,9061,0
549015,9062,0
549023,9063,0
549046,9064,0
549086,9065,0
549149,9066,0
549183,9067,0
549252,9068,0
549254,9069,0
549271,9070,0
549274,9071,0
549284,9072,0
549326,9073,0
549328,9074,0
549536,9075,0
549547,9076,0
549570,9077,0
549577,9078,0
549579,9079,0
549608,9080,0
549632,9081,0
549635,9082,0
549653,9083,0
549690,9084,0
549782,9085,0
549811,9086,0
549825,9087,0
549826,9088,0
549862,9089,0
549959,9090,0
550008,9091,0
550023,9092,0
550050,9093,0
550060,9094,0
550072,9095,0
550075,9096,0
550082,9097,0
550093,9098,0
550124,9099,0
550153,9100,0
550246,9101,0
550249,9102,0
550269,9103,0
550270,9104,0
550291,9105,0
550318,9106,0
550338,9107,0
550373,9108,0
550476,9109,0
550565,9110,0
550568,9111,0
550573,9112,0
550580,9113,0
550590,9114,0
550600,9115,0
550619,9116,0
550663,9117,0
550667,9118,0
550765,9119,0
550774,9120,0
550783,9121,0
550811,9122,0
550812,9123,0
550852,9124,0
550907,9125,0
550913,9126,0
550926,9127,0
550970,9128,0
551010,9129,0
551052,9130,0
551081,9131,0
551117,9132,0
551164,9133,0
551173,9134,0
551186,9135,0
551237,9136,0
551312,9137,0
551320,9138,0
551385,9139,0
551392,9140,0
551428,9141,0
551459,9142,0
551492,9143,0
551522,9144,0
551527,9145,0
551533,9146,0
551543,9147,0
551577,9148,0
551592,9149,0
551607,9150,0
551679,9151,0
551766,9152,0
551776,9153,0
551778,9154,0
551797,9155,0
551815,9156,0
551828,9157,0
551839,9158,0
551851,9159,0
551865,9160,0
551907,9161,0
551941,9162,0
552005,9163,0
552044,9164,0
552078,9165,0
552116,9166,0
552132,9167,0
552154,9168,0
552184,9169,0
552253,9170,0
552276,9171,0
552349,9172,0
552350,9173,0
552351,9174,0
552371,9175,0
552379,9176,0
552415,9177,0
552536,9178,0
552542,9179,0
552585,9180,0
552637,9181,0
552641,9182,0
552678,9183,0
552711,9184,0
552792,9185,0
552807,9186,0
552863,9187,0
552864,9188,0
552914,9189,0
552915,9190,0
552938,9191,0
552941,9192,0
552955,9193,0
552963,9194,0
552999,9195,0
553012,9196,0
553094,9197,0
553123,9198,0
553132,9199,0
553197,9200,0
553270,9201,0
553305,9202,0
553307,9203,0
553331,9204,0
553366,9205,0
553369,9206,0
553381,9207,0
553430,9208,0
553460,9209,0
553510,9210,0
553512,9211,0
553514,9212,0
553522,9213,0
553533,9214,0
553618,9215,0
553662,9216,0
553684,9217,0
553696,9218,0
553698,9219,0
553749,9220,0
553767,9221,0
553855,9222,0
553879,9223,0
553919,9224,0
553941,9225,0
554042,9226,0
554055,9227,0
554161,9228,0
554172,9229,0
554187,9230,0
554222,9231,0
554228,9232,0
554232,9233,0
554262,9234,0
554365,9235,0
554393,9236,0
554414,9237,0
554429,9238,0
554481,9239,0
554488,9240,0
554527,9241,0
554547,9242,0
554551,9243,0
554558,9244,0
554575,9245,0
554580,9246,0
554592,9247,0
554634,9248,0
554649,9249,0
554672,9250,0
554678,9251,0
554681,9252,0
554731,9253,0
554760,9254,0
554771,9255,0
554805,9256,0
554823,9257,0
554941,9258,0
555006,9259,0
555054,9260,0
555090,9261,0
555169,9262,0
555175,9263,0
555203,9264,0
555204,9265,0
555217,9266,0
555224,9267,0
555242,9268,0
555255,9269,0
555337,9270,0
555391,9271,0
555437,9272,0
555442,9273,0
555455,9274,0
555472,9275,0
555558,9276,0
555576,9277,0
555594,9278,0
555667,9279,0
555672,9280,0
555808,9281,0
555868,9282,0
555872,9283,0
555878,9284,0
555881,9285,0
555896,9286,0
555931,9287,0
556007,9288,0
556024,9289,0
556039,9290,0
556097,9291,0
556102,9292,0
556103,9293,0
556156,9294,0
556174,9295,0
556210,9296,0
556316,9297,0
556336,9298,0
556338,9299,0
556359,9300,0
556390,9301,0
556424,9302,0
556427,9303,0
556451,9304,0
556485,9305,0
556509,9306,0
556636,9307,0
556639,9308,0
556656,9309,0
556663,9310,0
556669,9311,0
556720,9312,0
556748,9313,0
556791,9314,0
556801,9315,0
556827,9316,0
556847,9317,0
556850,9318,0
556911,9319,0
557035,9320,0
557062,9321,0
557065,9322,0
557158,9323,0
557199,9324,0
557249,9325,0
557267,9326,0
557278,9327,0
557299,9328,0
557306,9329,0
557316,9330,0
557347,9331,0
557349,9332,0
557352,9333,0
557353,9334,0
557455,9335,0
557460,9336,0
557551,9337,0
557621,9338,0
557640,9339,0
557695,9340,0
557718,9341,0
557719,9342,0
557901,9343,0
557928,9344,0
557933,9345,0
557937,9346,0
557958,9347,0
557961,9348,0
557964,9349,0
558001,9350,0
558011,9351,0
558122,9352,0
558148,9353,0
558154,9354,0
558251,9355,0
558261,9356,0
558264,9357,0
558314,9358,0
558356,9359,0
558371,9360,0
558378,9361,0
558417,9362,0
558423,9363,0
558436,9364,0
558469,9365,0
558479,9366,0
558491,9367,0
558507,9368,0
558525,9369,0
558538,9370,0
558546,9371,0
558583,9372,0
558619,9373,0
558623,9374,0
558693,9375,0
558762,9376,0
558789,9377,0
558792,9378,0
558793,9379,0
558796,9380,0
558798,9381,0
558828,9382,0
558853,9383,0
558909,9384,0
558929,9385,0
558953,9386,0
558991,9387,0
559040,9388,0
559083,9389,0
559239,9390,0
559270,9391,0
559377,9392,0
559388,9393,0
559421,9394,0
559432,9395,0
559440,9396,0
559451,9397,0
559514,9398,0
559518,9399,0
559522,9400,0
559529,9401,0
559555,9402,0
559579,9403,0
559598,9404,0
559637,9405,0
559684,9406,0
559706,9407,0
559713,9408,0
559821,9409,0
559844,9410,0
559854,9411,0
559864,9412,0
559898,9413,0
559924,9414,0
559932,9415,0
559935,9416,0
559962,9417,0
559986,9418,0
560001,9419,0
560019,9420,0
560033,9421,0
560042,9422,0
560128,9423,0
560135,9424,0
560142,9425,0
560148,9426,0
560201,9427,0
560202,9428,0
560217,9429,0
560230,9430,0
560258,9431,0
560273,9432,0
560342,9433,0
560399,9434,0
560444,9435,0
560450,9436,0
560451,9437,0
560455,9438,0
560502,9439,0
560512,9440,0
560570,9441,0
560660,9442,0
560697,9443,0
560728,9444,0
560731,9445,0
560756,9446,0
560793,9447,0
560802,9448,0
560850,9449,0
560859,9450,0
560875,9451,0
560942,9452,0
561006,9453,0
561017,9454,0
561026,9455,0
561042,9456,0
561058,9457,0
561115,9458,0
561135,9459,0
561156,9460,0
561172,9461,0
561173,9462,0
561199,9463,0
561268,9464,0
561294,9465,0
561364,9466,0
561371,9467,0
561393,9468,0
561425,9469,0
561436,9470,0
561438,9471,0
561482,9472,0
561514,9473,0
561549,9474,0
561600,9475,0
561609,9476,0
561631,9477,0
561634,9478,0
561636,9479,0
561655,9480,0
561670,9481,0
561741,9482,0
561755,9483,0
561793,9484,0
561806,9485,0
561807,9486,0
561840,9487,0
561872,9488,0
561930,9489,0
561951,9490,0
561963,9491,0
561990,9492,0
562046,9493,0
562067,9494,0
562204,9495,0
562206,9496,0
562242,9497,0
562251,9498,0
562266,9499,0
562276,9500,0
562278,9501,0
562288,9502,0
562381,9503,0
562399,9504,0
562410,9505,0
562423,9506,0
562553,9507,0
562563,9508,0
562582,9509,0
562597,9510,0
562641,9511,0
562656,9512,0
562677,9513,0
562709,9514,0
562779,9515,0
562838,9516,0
562850,9517,0
562853,9518,0
562867,9519,0
562932,9520,0
562940,9521,0
562994,9522,0
563021,9523,0
563082,9524,0
563085,9525,0
563104,9526,0
563105,9527,0
563116,9528,0
563163,9529,0
563204,9530,0
563216,9531,0
563254,9532,0
563259,9533,0
563283,9534,0
563297,9535,0
563349,9536,0
563359,9537,0
563396,9538,0
563437,9539,0
563456,9540,0
563469,9541,0
563470,9542,0
563484,9543,0
563532,9544,0
563535,9545,0
563544,9546,0
563549,9547,0
563629,9548,0
563646,9549,0
563680,9550,0
563739,9551,0
563752,9552,0
563834,9553,0
563866,9554,0
563896,9555,0
563914,9556,0
563919,9557,0
564004,9558,0
564026,9559,0
564027,9560,0
564108,9561,0
564166,9562,0
564170,9563,0
564215,9564,0
564216,9565,0
564257,9566,0
564273,9567,0
564287,9568,0
564348,9569,0
564400,9570,0
564495,9571,0
564564,9572,0
564592,9573,0
564632,9574,0
564645,9575,0
564653,9576,0
564657,9577,0
564675,9578,0
564808,9579,0
564849,9580,0
564862,9581,0
564921,9582,0
564939,9583,0
564954,9584,0
565001,9585,0
565004,9586,0
565042,9587,0
565114,9588,0
565116,9589,0
565156,9590,0
565188,9591,0
565216,9592,0
565241,9593,0
565249,9594,0
565254,9595,0
565286,9596,0
565331,9597,0
565333,9598,0
565348,9599,0
565358,9600,0
565370,9601,0
565442,9602,0
565455,9603,0
565490,9604,0
565512,9605,0
565575,9606,0
565607,9607,0
565657,9608,0
565676,9609,0
565685,9610,0
565693,9611,0
565694,9612,0
565722,9613,0
565805,9614,0
565818,9615,0
565856,9616,0
565876,9617,0
565920,9618,0
565934,9619,0
565981,9620,0
565996,9621,0
566001,9622,0
566007,9623,0
566020,9624,0
566034,9625,0
566060,9626,0
566075,9627,0
566142,9628,0
566148,9629,0
566151,9630,0
566166,9631,0
566210,9632,0
566217,9633,0
566269,9634,0
566271,9635,0
566385,9636,0
566391,9637,0
566394,9638,0
566399,9639,0
566408,9640,0
566440,9641,0
566443,9642,0
566461,9643,0
566538,9644,0
566575,9645,0
566578,9646,0
566607,9647,0
566659,9648,0
566671,9649,0
566837,9650,0
566842,9651,0
566981,9652,0
567037,9653,0
567050,9654,0
567057,9655,0
567153,9656,0
567219,9657,0
567222,9658,0
567264,9659,0
567279,9660,0
567353,9661,0
567382,9662,0
567401,9663,0
